Education Level,Occupation,Gender,Marital Status,Home Owner Status,Number of Cars Owned,Number of Children At Home,Total Number of Children,Annual Income,Avg Monthly Spend,eBook Subscriber Flag,Age,City,ZipCode,State
Bachelors,Professional,M,S,Yes,4,0,0,118440,79,Yes,53,Milwaukee,53201,Wisconsin
Bachelors,Professional,M,S,No,3,0,0,131509,84,No,53,Newark,7101,New Jersey
Partial High School,Professional,F,M,Yes,4,5,5,126412,107,No,52,Atlanta,30301,Georgia
High School,Management,M,M,Yes,3,5,5,129460,163,Yes,53,Phoenix,85001,Arizona
High School,Management,M,S,Yes,3,5,5,109277,143,Yes,53,Wichita,67201,Kansas
High School,Management,F,S,Yes,4,5,5,98855,93,Yes,54,Toledo,43601,Ohio
Partial High School,Professional,M,M,No,4,5,5,129751,162,Yes,54,Indianapolis,46201,Indiana
High School,Management,F,M,Yes,4,5,5,129356,108,No,54,St. Louis,63101,Missouri
Partial High School,Professional,F,M,Yes,4,5,5,137504,108,Yes,54,Greensboro,27401,North Carolina
Partial High School,Professional,M,M,Yes,4,5,5,161875,168,Yes,54,Miami,33101,Florida
Bachelors,Management,F,M,Yes,2,0,5,92612,49,No,83,Lincoln,68501,Nebraska
Bachelors,Management,F,M,No,2,0,4,104621,44,No,83,Anchorage,99501,Alaska
Graduate Degree,Management,F,M,Yes,1,4,4,148629,91,No,83,Lexington,40502,Kentucky
Bachelors,Management,M,M,Yes,2,0,5,97050,79,No,82,Oakland,94601,California
Bachelors,Management,F,S,Yes,2,0,5,103424,51,No,82,Anaheim,92801,California
Bachelors,Management,F,M,Yes,2,0,5,105973,53,No,82,Aurora,80010,Colorado
Bachelors,Management,M,S,Yes,2,0,5,120642,71,Yes,82,Philadelphia,19101,Pennsylvania
Bachelors,Management,M,M,Yes,2,0,5,125270,80,No,82,Durham,27701,North Carolina
Graduate Degree,Management,F,M,Yes,3,3,3,114646,79,No,82,Denver,80201,Colorado
Graduate Degree,Management,M,M,Yes,2,4,4,181456,145,No,83,Lexington,40502,Kentucky
Bachelors,Management,M,S,No,4,3,3,162502,117,Yes,82,Los Angeles,90001,California
Graduate Degree,Management,M,M,Yes,2,3,3,169308,127,No,82,Oakland,94601,California
Bachelors,Management,M,S,Yes,2,4,4,158033,125,No,81,Toledo,43601,Ohio
Bachelors,Management,F,M,No,2,4,4,140677,88,No,81,Nashville,37201,Tennessee
Bachelors,Management,M,S,Yes,3,4,4,172254,130,Yes,81,Tulsa,74101,Oklahoma
Bachelors,Management,M,S,Yes,3,4,4,169139,133,Yes,81,Nashville,37201,Tennessee
Graduate Degree,Management,F,S,No,2,3,3,141307,78,Yes,81,Raleigh,27601,North Carolina
Graduate Degree,Management,M,M,Yes,2,3,3,180430,130,Yes,81,Irvine,92602,California
Bachelors,Management,F,S,Yes,2,0,4,79529,46,No,80,Plano,75023,Texas
Partial College,Skilled Manual,M,S,Yes,2,0,3,58419,70,No,71,Corpus Christi,78401,Texas
Partial College,Skilled Manual,M,S,Yes,2,0,3,59268,66,No,71,Jacksonville,32099,Florida
Graduate Degree,Management,F,S,Yes,2,0,2,93865,49,No,71,Portland,97201,Oregon
Graduate Degree,Management,M,M,Yes,2,0,2,105368,84,No,71,Virginia Beach,23450,Virginia
Partial College,Skilled Manual,F,S,Yes,2,0,2,97387,46,No,70,Arlington,76010,Texas
Partial College,Skilled Manual,M,S,No,2,0,2,101178,75,No,70,Arlington,76010,Texas
Partial College,Skilled Manual,M,S,Yes,2,0,0,46607,64,No,49,New Orleans,70112,Louisiana
Partial College,Skilled Manual,M,M,Yes,2,0,0,55112,83,No,49,Fort Wayne,46801,Indiana
Partial College,Skilled Manual,F,S,No,2,0,0,65171,46,No,49,San Diego,92101,California
High School,Skilled Manual,F,S,Yes,2,0,0,48360,47,No,49,Chula Vista,91910,California
High School,Skilled Manual,M,M,Yes,2,0,0,60623,74,No,49,Jersey City,7302,New Jersey
Partial College,Skilled Manual,M,S,No,2,0,0,86475,73,No,50,Baltimore,21201,Maryland
High School,Skilled Manual,M,M,Yes,2,0,0,66780,77,No,50,Portland,97201,Oregon
High School,Skilled Manual,F,S,No,2,0,0,52507,42,No,50,Charlotte,28201,North Carolina
Partial College,Skilled Manual,M,S,No,2,0,0,87044,72,Yes,51,Honolulu,96801,Hawaii
Partial College,Professional,M,M,Yes,2,0,0,91861,77,No,48,Seattle,98101,Washington
High School,Skilled Manual,M,S,Yes,2,0,2,103727,77,No,69,Wichita,67201,Kansas
High School,Skilled Manual,F,S,Yes,2,0,2,99880,49,No,69,Boston,2101,Massachusetts
High School,Skilled Manual,M,S,No,2,0,2,86773,71,No,68,Las Vegas,89101,Nevada
Graduate Degree,Management,F,M,Yes,1,1,1,150348,65,No,66,Charlotte,28201,North Carolina
Graduate Degree,Management,F,M,Yes,2,1,1,153299,69,Yes,66,Portland,97201,Oregon
Bachelors,Management,M,S,No,1,0,0,129237,80,No,51,Fort Wayne,46801,Indiana
Bachelors,Management,M,S,No,1,0,0,132547,73,No,51,Durham,27701,North Carolina
High School,Professional,F,S,Yes,2,0,0,43370,38,No,50,El Paso,79901,Texas
Partial College,Professional,M,S,No,2,0,0,99824,74,No,50,Anaheim,92801,California
Partial College,Professional,M,S,No,2,0,0,91215,75,No,50,Greensboro,27401,North Carolina
Partial College,Professional,F,S,No,2,0,0,75509,44,No,50,Tampa,33601,Florida
Bachelors,Management,F,M,Yes,3,2,2,145713,79,No,65,Lexington,40502,Kentucky
Graduate Degree,Management,M,S,Yes,1,0,0,186313,83,Yes,65,Minneapolis,55401,Minnesota
Graduate Degree,Management,F,S,No,3,1,1,137567,66,No,58,Milwaukee,53201,Wisconsin
Bachelors,Management,F,S,No,2,0,0,139517,58,Yes,58,Fresno,93701,California
Partial High School,Skilled Manual,M,S,No,2,0,2,78639,76,No,67,Sacramento,94203,California
Partial High School,Skilled Manual,F,S,Yes,2,0,2,63712,48,No,67,Irvine,92602,California
High School,Professional,M,M,No,2,0,2,86412,82,No,67,Sacramento,94203,California
High School,Professional,M,M,No,2,0,2,88744,83,Yes,67,Boston,2101,Massachusetts
High School,Professional,F,S,Yes,2,0,2,62075,50,No,67,Anchorage,99501,Alaska
High School,Professional,M,M,No,2,0,2,91628,82,No,67,Plano,75023,Texas
Partial College,Professional,F,M,Yes,0,2,3,78394,68,Yes,68,Chula Vista,91910,California
Partial College,Professional,F,M,Yes,0,2,3,76966,70,Yes,67,Chicago,60601,Illinois
Bachelors,Professional,M,M,No,1,2,2,125879,114,Yes,57,Louisville,40201,Kentucky
Bachelors,Professional,M,S,Yes,0,4,4,117681,132,Yes,57,Plano,75023,Texas
Partial College,Skilled Manual,M,M,Yes,1,0,1,86705,83,No,62,Lincoln,68501,Nebraska
Partial College,Skilled Manual,F,S,Yes,1,0,1,86357,49,No,62,Detroit,48201,Michigan
Bachelors,Professional,F,M,Yes,1,0,1,73232,55,No,62,Jersey City,7302,New Jersey
Bachelors,Professional,F,M,Yes,1,0,1,97651,50,No,62,Miami,33101,Florida
Bachelors,Professional,M,M,Yes,1,0,1,116519,88,Yes,62,Oakland,94601,California
Partial College,Skilled Manual,M,M,Yes,1,0,1,88801,85,Yes,63,Mesa,85201,Arizona
Partial College,Skilled Manual,M,M,Yes,1,0,1,92124,79,Yes,63,Atlanta,30301,Georgia
Bachelors,Professional,F,S,No,1,0,0,111414,48,Yes,58,Sacramento,94203,California
Graduate Degree,Management,M,S,No,2,0,0,173268,85,Yes,58,Lexington,40502,Kentucky
Graduate Degree,Management,M,S,No,2,0,0,187105,80,Yes,58,Riverside,92501,California
Graduate Degree,Management,M,S,No,3,0,0,187869,83,No,58,Cleveland,44101,Ohio
Graduate Degree,Professional,M,M,Yes,1,4,5,121938,145,Yes,66,Pittsburgh,15201,Pennsylvania
Bachelors,Professional,M,S,No,1,0,0,101738,75,Yes,60,Austin,73301,Texas
Partial College,Skilled Manual,M,M,Yes,1,0,1,77679,73,Yes,63,Los Angeles,90001,California
Bachelors,Professional,M,S,Yes,2,4,5,100157,127,Yes,62,Los Angeles,90001,California
Partial College,Skilled Manual,M,M,Yes,2,4,5,85400,133,Yes,62,Denver,80201,Colorado
Partial College,Skilled Manual,F,M,Yes,2,4,5,56916,81,No,62,Mesa,85201,Arizona
Partial College,Skilled Manual,F,M,Yes,3,4,5,73808,86,No,63,Jacksonville,32099,Florida
Bachelors,Professional,M,M,Yes,2,4,5,133355,149,Yes,66,Cleveland,44101,Ohio
Bachelors,Management,F,S,Yes,1,0,2,107578,55,No,66,Arlington,76010,Texas
Partial College,Skilled Manual,M,S,No,1,0,1,81976,76,No,67,Detroit,48201,Michigan
Partial College,Skilled Manual,F,S,Yes,1,0,1,70846,47,Yes,67,San Diego,92101,California
Partial College,Skilled Manual,M,S,Yes,1,0,1,84651,73,Yes,67,Pittsburgh,15201,Pennsylvania
High School,Skilled Manual,M,S,No,2,0,0,50127,68,No,48,Wichita,67201,Kansas
High School,Skilled Manual,F,S,No,2,0,0,51443,43,No,48,Orlando,32801,Florida
High School,Skilled Manual,F,S,No,2,0,0,50175,46,No,49,Arlington,76010,Texas
High School,Skilled Manual,M,M,Yes,2,0,0,59956,79,No,48,Dallas,75201,Texas
High School,Skilled Manual,M,S,Yes,2,0,0,49734,64,No,44,Lincoln,68501,Nebraska
High School,Skilled Manual,F,S,No,2,0,0,39377,41,Yes,44,San Diego,92101,California
Partial High School,Clerical,M,S,No,2,0,0,44559,64,No,44,Baltimore,21201,Maryland
High School,Skilled Manual,M,M,No,2,0,0,58840,67,Yes,44,Cincinnati,45201,Ohio
High School,Skilled Manual,F,M,Yes,2,0,0,48158,43,No,46,Wichita,67201,Kansas
High School,Skilled Manual,M,M,Yes,2,0,0,51920,76,No,46,Wichita,67201,Kansas
High School,Skilled Manual,F,S,No,2,0,0,50778,42,No,46,Chicago,60601,Illinois
Partial High School,Clerical,F,S,No,2,0,0,44787,42,No,47,Santa Ana,92701,California
High School,Skilled Manual,F,S,Yes,2,0,0,47430,40,Yes,47,San Antonio,78201,Texas
Partial High School,Clerical,M,M,No,2,0,0,46325,68,No,45,Oakland,94601,California
High School,Skilled Manual,F,S,No,2,0,0,50247,46,Yes,45,Seattle,98101,Washington
High School,Skilled Manual,M,M,Yes,2,0,0,63520,75,No,45,Chicago,60601,Illinois
Bachelors,Management,F,M,No,2,0,2,65861,43,No,84,Phoenix,85001,Arizona
Bachelors,Management,F,S,Yes,2,0,2,48447,41,No,83,Aurora,80010,Colorado
Bachelors,Management,F,S,Yes,2,0,2,54557,42,No,83,Chula Vista,91910,California
Graduate Degree,Management,M,M,Yes,1,0,2,107353,78,No,82,Pittsburgh,15201,Pennsylvania
High School,Skilled Manual,F,S,No,2,0,0,52524,44,No,48,Colorado Springs,80901,Colorado
Partial College,Skilled Manual,F,S,Yes,1,0,0,33829,46,No,48,Kansas City,64101,Missouri
High School,Skilled Manual,F,S,No,2,0,0,46325,43,No,49,Minneapolis,55401,Minnesota
Partial College,Skilled Manual,M,S,No,1,0,0,57478,66,No,50,Saint Paul,55101,Minnesota
Partial College,Skilled Manual,M,M,Yes,1,0,0,78610,78,No,51,Anchorage,99501,Alaska
Bachelors,Management,F,S,Yes,2,0,0,95978,53,No,57,Louisville,40201,Kentucky
Bachelors,Management,M,M,Yes,2,0,1,123108,86,No,57,Wichita,67201,Kansas
Bachelors,Management,F,M,Yes,2,0,1,100112,55,No,57,Baltimore,21201,Maryland
Bachelors,Management,M,M,Yes,1,4,4,121217,146,Yes,56,Seattle,98101,Washington
Graduate Degree,Skilled Manual,F,S,Yes,0,0,4,73620,47,No,65,Portland,97201,Oregon
Graduate Degree,Skilled Manual,M,M,Yes,0,0,4,106036,83,Yes,66,Toledo,43601,Ohio
Partial College,Clerical,M,S,Yes,2,4,4,65385,115,Yes,52,Houston,77001,Texas
Graduate Degree,Skilled Manual,F,S,Yes,0,0,0,69541,44,No,51,Phoenix,85001,Arizona
Graduate Degree,Skilled Manual,M,M,Yes,0,0,1,72916,76,No,51,Austin,73301,Texas
Graduate Degree,Skilled Manual,F,S,Yes,0,0,1,96848,49,Yes,54,Jersey City,7302,New Jersey
Graduate Degree,Skilled Manual,F,S,Yes,0,0,1,90050,44,No,53,Tucson,85701,Arizona
Graduate Degree,Skilled Manual,M,M,Yes,0,0,1,103577,83,No,53,Philadelphia,19101,Pennsylvania
Graduate Degree,Skilled Manual,F,M,Yes,0,1,1,58435,59,No,52,Plano,75023,Texas
Graduate Degree,Skilled Manual,M,M,Yes,0,1,1,67362,84,Yes,52,Pittsburgh,15201,Pennsylvania
Graduate Degree,Skilled Manual,F,M,Yes,0,0,1,89374,50,Yes,52,Honolulu,96801,Hawaii
Graduate Degree,Skilled Manual,M,M,Yes,0,0,1,99324,76,No,52,Aurora,80010,Colorado
Graduate Degree,Professional,M,M,Yes,0,0,1,101017,83,No,52,San Diego,92101,California
Bachelors,Skilled Manual,F,M,Yes,0,1,1,57199,59,No,54,Newark,7101,New Jersey
Bachelors,Management,F,S,Yes,2,0,4,84533,44,No,80,Mesa,85201,Arizona
Bachelors,Management,F,S,Yes,2,0,4,83853,48,No,80,Louisville,40201,Kentucky
Graduate Degree,Management,M,S,Yes,2,0,4,112455,68,No,80,Philadelphia,19101,Pennsylvania
Graduate Degree,Management,M,M,Yes,2,0,4,113954,82,No,80,Jacksonville,32099,Florida
Bachelors,Management,F,M,Yes,2,0,5,86247,47,No,80,Orlando,32801,Florida
Bachelors,Management,F,S,Yes,2,0,5,80953,48,No,80,New Orleans,70112,Louisiana
Bachelors,Management,M,M,Yes,2,0,5,108281,77,No,79,Jersey City,7302,New Jersey
Bachelors,Management,F,M,Yes,2,0,4,69901,50,No,79,Phoenix,85001,Arizona
Bachelors,Management,F,M,Yes,2,0,4,74610,48,No,79,Indianapolis,46201,Indiana
Bachelors,Management,F,S,Yes,3,0,5,96377,45,No,78,Portland,97201,Oregon
Bachelors,Management,F,M,Yes,3,0,5,93457,52,No,78,Oklahoma City,73101,Oklahoma
Bachelors,Management,M,M,Yes,0,1,2,103601,91,No,77,Omaha,68101,Nebraska
Bachelors,Management,M,M,No,0,1,2,106160,94,No,77,Virginia Beach,23450,Virginia
Bachelors,Management,M,M,Yes,1,1,4,103463,98,No,77,Dallas,75201,Texas
Bachelors,Management,M,M,Yes,1,1,4,105854,89,No,77,Atlanta,30301,Georgia
Bachelors,Management,M,S,Yes,1,1,4,103356,86,No,77,Baltimore,21201,Maryland
Bachelors,Management,M,M,Yes,1,1,4,95517,87,No,77,Atlanta,30301,Georgia
Bachelors,Management,M,S,Yes,1,1,4,102425,85,No,77,Miami,33101,Florida
Partial College,Professional,F,S,Yes,1,1,2,76281,55,No,76,San Francisco,94101,California
Partial College,Professional,M,M,Yes,1,1,2,114545,92,Yes,76,Minneapolis,55401,Minnesota
Bachelors,Management,M,S,Yes,0,1,2,105336,86,No,76,Santa Ana,92701,California
Bachelors,Management,M,S,Yes,2,1,4,98890,84,No,76,Houston,77001,Texas
Partial College,Professional,M,M,No,2,1,2,97106,96,Yes,75,Nashville,37201,Tennessee
Partial College,Professional,F,S,Yes,2,1,2,73131,55,Yes,75,Lexington,40502,Kentucky
Partial College,Professional,F,S,Yes,2,1,2,77732,52,No,74,Chula Vista,91910,California
Partial College,Professional,M,M,Yes,2,1,2,103223,94,No,74,Dallas,75201,Texas
Partial College,Professional,F,M,Yes,1,1,2,85379,59,No,74,Lincoln,68501,Nebraska
Partial College,Professional,M,M,Yes,1,1,2,97418,93,No,74,Stockton,95201,California
Partial College,Professional,F,S,Yes,1,2,4,79555,62,Yes,74,Kansas City,64101,Missouri
Partial College,Professional,M,M,Yes,1,2,4,101620,107,Yes,74,Fort Wayne,46801,Indiana
Partial College,Professional,F,M,Yes,1,2,4,94495,67,Yes,74,Wichita,67201,Kansas
High School,Professional,F,S,Yes,2,1,2,74861,50,No,73,Orlando,32801,Florida
High School,Professional,F,S,Yes,2,1,2,59489,48,Yes,73,Sacramento,94203,California
Partial College,Professional,F,M,Yes,2,1,2,62722,52,No,73,Dallas,75201,Texas
Partial College,Professional,F,M,No,2,1,2,97773,65,No,73,Portland,97201,Oregon
Partial College,Professional,M,M,Yes,2,1,2,91983,92,Yes,73,Toledo,43601,Ohio
High School,Professional,M,S,Yes,2,1,3,90459,88,Yes,72,Bakersfield,93301,California
Partial College,Professional,F,M,Yes,2,2,4,77779,66,No,72,San Francisco,94101,California
Partial College,Professional,F,S,Yes,2,2,4,78310,67,No,72,Durham,27701,North Carolina
Partial College,Professional,F,M,Yes,2,2,5,80701,64,No,72,Arlington,76010,Texas
Bachelors,Management,F,S,No,4,3,3,141437,87,Yes,66,Jacksonville,32099,Florida
Bachelors,Management,F,M,Yes,4,3,3,146797,88,Yes,66,Virginia Beach,23450,Virginia
Partial College,Professional,F,S,Yes,3,4,4,146669,87,Yes,67,Charlotte,28201,North Carolina
High School,Professional,M,M,Yes,4,4,4,172644,150,No,67,Atlanta,30301,Georgia
Partial College,Professional,F,M,Yes,2,4,4,135346,101,Yes,67,Columbus,43085,Ohio
Partial College,Professional,M,M,Yes,3,4,4,158471,151,Yes,68,Sacramento,94203,California
Partial College,Professional,F,S,No,3,4,4,132384,86,Yes,69,Boston,2101,Massachusetts
Partial College,Professional,F,S,No,3,4,4,132778,89,Yes,69,Columbus,43085,Ohio
Partial College,Professional,F,M,Yes,0,1,2,109435,67,Yes,67,Portland,97201,Oregon
Partial College,Professional,F,M,No,2,0,3,71887,51,No,68,Corpus Christi,78401,Texas
Graduate Degree,Management,M,S,Yes,1,0,4,149228,70,No,91,New York,10001,New York
Graduate Degree,Management,F,M,Yes,2,2,2,135436,61,No,91,Phoenix,85001,Arizona
Graduate Degree,Management,F,S,Yes,2,2,2,155680,60,No,91,Tulsa,74101,Oklahoma
Partial College,Professional,M,M,Yes,3,4,4,122778,146,Yes,59,Omaha,68101,Nebraska
Partial College,Professional,M,M,Yes,3,5,5,125825,167,Yes,59,Plano,75023,Texas
Bachelors,Management,F,S,Yes,4,1,3,111847,56,Yes,59,Sacramento,94203,California
Partial College,Professional,M,M,Yes,4,1,4,118614,98,Yes,59,Pittsburgh,15201,Pennsylvania
Bachelors,Management,M,M,Yes,3,2,2,170654,118,Yes,59,Seattle,98101,Washington
Graduate Degree,Management,M,M,Yes,4,1,1,176603,106,Yes,59,Omaha,68101,Nebraska
Graduate Degree,Management,M,M,Yes,4,1,1,173136,103,Yes,59,Memphis,37501,Tennessee
Graduate Degree,Management,M,M,Yes,4,1,1,185095,109,Yes,59,Long Beach,90801,California
Bachelors,Management,M,M,Yes,0,3,4,130512,133,Yes,60,Anchorage,99501,Alaska
Partial College,Professional,F,S,Yes,2,3,4,92329,73,No,61,Dallas,75201,Texas
Partial College,Professional,F,M,Yes,3,5,5,116779,111,No,60,Santa Ana,92701,California
Partial College,Professional,M,S,No,1,0,0,134968,82,Yes,60,Baltimore,21201,Maryland
Graduate Degree,Management,M,S,No,3,2,2,180991,111,Yes,60,Cleveland,44101,Ohio
Partial College,Professional,M,S,Yes,0,1,2,122849,94,Yes,68,Houston,77001,Texas
Graduate Degree,Management,F,M,Yes,1,2,2,113902,64,No,90,Seattle,98101,Washington
Partial College,Professional,F,M,Yes,2,3,4,91419,84,Yes,61,Pittsburgh,15201,Pennsylvania
Partial College,Professional,M,S,No,2,0,0,122699,79,Yes,61,Durham,27701,North Carolina
Partial College,Professional,M,M,Yes,3,3,4,163266,141,Yes,61,Milwaukee,53201,Wisconsin
Partial College,Professional,M,M,Yes,2,4,5,125290,148,Yes,62,Boston,2101,Massachusetts
Partial College,Professional,M,S,Yes,3,4,5,113040,131,Yes,62,Mesa,85201,Arizona
Partial College,Professional,M,M,Yes,3,2,2,119981,114,No,62,Saint Paul,55101,Minnesota
Partial College,Professional,F,M,Yes,4,2,2,91265,76,No,62,Raleigh,27601,North Carolina
Bachelors,Management,F,M,Yes,2,3,3,140772,88,No,62,Jacksonville,32099,Florida
Partial College,Professional,F,M,Yes,4,3,3,143907,91,No,62,New York,10001,New York
Bachelors,Management,F,M,Yes,4,2,2,141588,76,No,62,Tampa,33601,Florida
High School,Professional,M,M,Yes,1,3,4,126303,135,Yes,63,Orlando,32801,Florida
High School,Professional,M,M,Yes,1,3,4,127887,138,Yes,63,Jacksonville,32099,Florida
High School,Professional,M,M,Yes,2,3,4,101382,127,Yes,63,New Orleans,70112,Louisiana
High School,Professional,F,S,Yes,2,3,4,101660,76,Yes,63,Tampa,33601,Florida
Partial College,Professional,F,M,Yes,4,2,3,114390,76,No,63,Newark,7101,New Jersey
Bachelors,Management,M,M,Yes,3,3,3,178305,141,Yes,63,Anchorage,99501,Alaska
Bachelors,Management,M,S,No,3,3,3,176199,124,Yes,63,Honolulu,96801,Hawaii
Bachelors,Management,F,M,Yes,3,3,3,136283,87,No,63,San Francisco,94101,California
Bachelors,Management,M,M,Yes,4,2,2,175739,122,Yes,63,Memphis,37501,Tennessee
High School,Professional,F,M,No,2,0,2,90582,52,No,69,Virginia Beach,23450,Virginia
High School,Professional,F,M,No,2,0,2,88189,55,No,69,Wichita,67201,Kansas
High School,Professional,M,M,No,2,0,2,88687,78,No,70,Pittsburgh,15201,Pennsylvania
High School,Professional,F,S,Yes,0,3,4,77387,70,Yes,69,Saint Paul,55101,Minnesota
Partial High School,Skilled Manual,F,S,Yes,2,0,2,94687,55,No,70,Memphis,37501,Tennessee
Graduate Degree,Management,F,S,No,4,0,1,132907,43,No,88,Stockton,95201,California
Partial College,Professional,M,M,Yes,3,4,5,116197,146,Yes,64,Durham,27701,North Carolina
High School,Professional,F,S,Yes,3,3,4,97089,74,Yes,64,Oklahoma City,73101,Oklahoma
High School,Professional,M,M,Yes,3,3,4,127502,140,Yes,64,Jacksonville,32099,Florida
High School,Professional,F,M,Yes,3,3,4,92058,85,Yes,64,Minneapolis,55401,Minnesota
Partial College,Professional,F,M,Yes,2,3,3,135856,89,No,64,Lexington,40502,Kentucky
Graduate Degree,Management,M,M,Yes,2,1,1,182198,110,Yes,64,Nashville,37201,Tennessee
Partial High School,Skilled Manual,M,M,Yes,2,0,2,66931,78,No,70,Stockton,95201,California
High School,Professional,M,M,Yes,1,1,3,116444,103,No,70,Portland,97201,Oregon
Graduate Degree,Management,M,M,Yes,2,0,3,123376,86,No,71,Chula Vista,91910,California
Graduate Degree,Management,M,M,Yes,2,0,3,115024,83,No,71,Virginia Beach,23450,Virginia
Graduate Degree,Management,M,S,Yes,2,0,3,117090,82,Yes,71,Jersey City,7302,New Jersey
Graduate Degree,Management,F,S,No,2,0,3,84627,50,No,71,Dallas,75201,Texas
Graduate Degree,Management,M,M,Yes,2,0,3,113592,80,No,71,Los Angeles,90001,California
Partial College,Professional,M,M,No,2,0,3,77255,77,No,72,Cleveland,44101,Ohio
Partial College,Professional,F,M,No,2,0,3,48892,42,No,72,San Antonio,78201,Texas
Partial College,Professional,F,M,No,2,0,3,62729,52,No,72,Columbus,43085,Ohio
Graduate Degree,Management,F,M,Yes,2,0,4,104655,48,No,87,Aurora,80010,Colorado
Graduate Degree,Management,M,M,Yes,3,3,3,127657,105,No,87,Fresno,93701,California
Graduate Degree,Management,M,M,Yes,2,0,4,150926,82,No,86,Indianapolis,46201,Indiana
Bachelors,Management,F,M,Yes,2,0,5,108060,50,No,86,Cincinnati,45201,Ohio
Bachelors,Management,F,M,Yes,2,0,5,113705,53,No,86,Baltimore,21201,Maryland
Bachelors,Management,M,M,Yes,4,3,3,151796,125,No,86,Baltimore,21201,Maryland
Bachelors,Management,F,M,No,2,0,5,107356,49,No,84,Lexington,40502,Kentucky
Graduate Degree,Management,M,M,Yes,3,3,3,144761,121,No,84,Louisville,40201,Kentucky
Graduate Degree,Management,F,M,Yes,3,3,3,129381,83,No,84,Dallas,75201,Texas
Partial College,Skilled Manual,F,S,No,3,4,4,95712,88,Yes,56,Albuquerque,87101,New Mexico
Bachelors,Management,M,S,Yes,2,0,2,116254,74,Yes,56,San Antonio,78201,Texas
Bachelors,Management,F,M,Yes,2,0,2,108124,54,No,56,Memphis,37501,Tennessee
Bachelors,Management,M,M,Yes,3,0,3,125649,89,No,56,Tampa,33601,Florida
Partial College,Skilled Manual,F,S,Yes,1,0,0,31000,35,Yes,45,Colorado Springs,80901,Colorado
High School,Skilled Manual,M,S,Yes,3,0,5,18134,62,No,80,Corpus Christi,78401,Texas
High School,Skilled Manual,F,M,No,2,0,3,14880,34,No,80,Arlington,76010,Texas
High School,Skilled Manual,F,M,Yes,2,1,2,29563,48,No,77,Baltimore,21201,Maryland
Partial College,Skilled Manual,F,S,Yes,1,0,0,48618,42,No,46,Dallas,75201,Texas
Partial College,Skilled Manual,F,S,No,1,0,0,47356,43,No,46,Detroit,48201,Michigan
